,time,evlo,evla,dep,mag
0,2012-12-27 11:10:53,86.88,43.80,11,0.3
1,2012-12-26 18:10:37,86.87,43.79,9,1.0
2,2012-12-21 06:30:43,87.45,43.72,10,0.2
3,2012-12-18 18:29:06,87.43,43.72,8,1.0
4,2012-12-18 14:16:54,87.44,43.73,8,0.4
5,2012-12-18 11:32:50,87.39,43.75,10,1.8
6,2012-12-16 07:57:06,87.02,43.88,6,1.0
7,2012-12-16 05:58:13,86.89,44.06,10,0.6
8,2012-12-16 00:22:41,86.62,43.51,11,2.1
9,2012-12-15 12:56:23,87.45,43.98,7,1.5
10,2012-12-14 11:04:51,86.56,43.51,8,0.4
11,2012-12-14 08:27:51,86.94,44.02,16,0.8
12,2012-12-14 04:14:18,86.84,44.30,7,1.6
13,2012-12-14 02:28:37,87.04,43.85,12,1.3
14,2012-12-13 22:51:07,87.06,43.90,9,1.5
15,2012-12-10 05:17:15,86.69,44.18,12,0.8
16,2012-12-06 00:47:20,87.40,44.14,9,0.8
17,2012-12-05 14:04:39,87.13,44.39,11,1.3
18,2012-12-05 10:32:49,87.45,43.73,8,0.4
19,2012-12-04 00:31:01,86.90,43.65,11,0.6
20,2012-12-03 07:05:45,87.47,43.70,7,0.8
21,2012-12-03 03:20:39,87.45,43.73,8,0.7
22,2012-12-01 04:06:33,87.21,43.74,18,0.2
23,2012-11-30 03:24:57,87.43,43.72,7,0.6
24,2012-11-29 17:25:04,87.46,44.04,8,1.2
25,2012-11-28 11:21:15,87.42,43.71,13,0.3
26,2012-11-25 18:32:56,86.92,43.67,10,1.5
27,2012-11-24 18:05:24,87.00,43.92,9,0.9
28,2012-11-23 10:39:05,86.77,43.72,10,0.5
29,2012-11-22 12:33:14,87.44,43.73,6,2.1
30,2012-11-22 09:26:01,87.04,43.84,10,1.5
31,2012-11-21 06:53:09,87.47,43.94,8,0.7
32,2012-11-20 18:08:19,86.74,44.37,7,0.9
33,2012-11-19 22:16:24,87.23,44.22,2,1.1
34,2012-11-19 03:56:21,87.05,43.65,7,0.5
35,2012-11-18 15:50:42,87.49,43.92,7,0.8
36,2012-11-16 14:27:58,87.34,43.74,9,2.1
37,2012-11-15 16:25:19,86.86,44.47,9,1.5
38,2012-11-15 07:33:54,87.39,43.78,4,2.3
39,2012-11-13 20:43:29,87.08,44.06,10,1.3
40,2012-11-13 19:32:21,86.84,44.21,3,0.9
41,2012-11-11 17:10:08,87.44,43.72,7,0.9
42,2012-11-11 13:16:12,87.05,43.90,10,1.5
43,2012-11-10 20:00:41,87.01,43.89,8,1.0
44,2012-11-08 04:01:07,86.80,44.37,9,0.8
45,2012-11-05 02:21:51,87.01,44.00,8,1.1
46,2012-11-04 06:38:51,86.98,44.49,15,1.0
47,2012-10-28 16:09:34,87.49,44.13,9,1.0
48,2012-10-27 16:04:43,87.47,44.14,7,1.1
49,2012-10-26 10:42:02,87.08,43.85,6,0.7
50,2012-10-22 06:00:13,86.93,44.04,11,0.7
51,2012-10-22 03:02:51,86.95,43.69,46,0.6
52,2012-10-21 23:22:06,87.42,43.53,8,0.3
53,2012-10-21 14:06:38,87.04,43.92,18,0.7
54,2012-10-21 14:03:23,87.01,43.83,18,1.1
55,2012-10-21 13:43:42,87.40,43.52,8,1.1
56,2012-10-21 11:56:02,87.40,43.53,7,1.1
57,2012-10-21 11:50:25,87.00,43.98,12,1.4
58,2012-10-21 11:29:39,87.05,43.96,10,1.1
59,2012-10-21 11:24:05,87.07,43.88,10,3.1
60,2012-10-21 11:03:56,87.04,43.86,12,1.9
61,2012-10-21 08:05:36,87.39,43.50,12,3.0
62,2012-10-15 19:34:18,87.39,44.02,6,0.7
63,2012-10-10 08:35:15,86.75,44.43,9,1.3
64,2012-10-10 05:19:29,86.85,44.38,9,0.8
65,2012-10-09 11:29:02,86.77,44.29,18,0.9
66,2012-10-09 02:00:00,86.84,43.69,16,1.4
67,2012-10-08 17:22:16,86.76,44.21,7,2.4
68,2012-10-05 18:15:24,86.66,44.23,13,1.3
69,2012-10-05 18:09:19,87.23,44.23,8,1.1
70,2012-10-05 16:25:58,86.69,44.21,7,0.7
71,2012-10-05 16:24:58,86.75,44.26,1,0.7
72,2012-9-29 05:57:35,86.83,43.73,8,1.4
73,2012-9-27 05:17:07,86.73,44.17,10,1.1
74,2012-9-27 05:16:21,86.79,44.17,6,0.8
75,2012-9-26 22:31:24,86.73,44.20,6,1.2
76,2012-9-26 19:33:45,86.80,44.16,7,1.3
77,2012-9-24 20:33:54,86.73,43.58,11,1.1
78,2012-9-21 09:43:21,86.72,44.29,5,1.7
79,2012-9-15 12:34:39,86.59,44.27,6,1.6
80,2012-9-15 12:18:09,87.39,43.55,8,0.6
81,2012-9-13 02:27:01,86.79,43.80,10,1.4
82,2012-9-10 02:44:06,86.65,44.19,3,2.3
83,2012-9-10 02:32:58,86.77,44.26,5,2.1
84,2012-9-10 01:42:57,86.72,44.28,9,1.5
85,2012-9-09 08:09:05,86.50,44.33,6,1.4
86,2012-9-09 07:49:04,87.43,43.71,6,1.5
87,2012-9-09 07:49:00,87.44,43.76,8,1.3
88,2012-9-05 17:09:11,86.76,44.35,7,2.2
89,2012-9-05 17:08:31,86.70,44.26,9,2.3
90,2012-9-05 05:23:27,86.64,44.22,1,1.9
91,2012-9-04 16:57:36,86.78,44.13,8,1.3
92,2012-9-03 21:39:29,86.74,44.27,6,1.2
93,2012-8-31 10:19:31,87.43,43.72,8,1.0
94,2012-8-29 08:55:21,87.42,43.73,8,0.3
95,2012-8-26 20:59:29,87.44,43.76,4,2.1
96,2012-8-26 00:53:11,87.47,43.74,6,1.1
97,2012-8-25 19:43:31,87.45,43.72,8,0.9
98,2012-8-23 20:16:49,87.48,43.75,8,0.8
99,2012-8-22 20:53:45,87.38,43.81,9,0.9
100,2012-8-22 18:29:38,87.39,43.73,8,0.6
101,2012-8-19 20:21:59,86.63,43.56,7,0.9
102,2012-8-19 19:36:47,86.69,43.60,10,1.2
103,2012-8-19 18:58:01,86.59,43.55,6,1.7
104,2012-8-18 12:13:08,86.60,44.25,7,1.8
105,2012-8-12 16:36:46,86.95,43.75,12,0.6
106,2012-8-11 09:17:42,86.92,43.79,8,0.5
107,2012-8-11 03:52:56,86.91,43.84,9,1.3
108,2012-8-11 02:14:06,86.79,44.38,11,1.4
109,2012-8-04 07:17:30,87.00,43.95,9,0.9
110,2012-8-03 05:36:44,87.03,43.90,10,0.8
111,2012-8-02 16:40:58,87.15,43.83,9,0.3
112,2012-7-23 13:49:48,87.00,43.91,7,1.3
113,2012-7-18 00:58:51,87.17,43.64,9,0.7
114,2012-7-18 00:35:22,87.12,43.83,7,0.4
115,2012-7-17 16:52:36,87.40,43.75,8,0.8
116,2012-7-12 04:54:34,86.84,43.93,9,0.6
117,2012-7-08 22:39:40,86.50,44.38,10,1.4
118,2012-6-25 20:18:39,87.50,43.85,2,1.3
119,2012-6-21 02:25:43,86.78,44.29,7,0.8
120,2012-6-15 21:27:34,86.85,44.37,8,1.4
121,2012-6-15 08:04:57,86.87,44.44,6,1.0
122,2012-6-13 03:19:08,87.31,43.71,7,0.9
123,2012-6-12 18:29:42,87.14,44.27,5,0.8
124,2012-6-10 01:44:15,87.19,43.62,8,0.4
125,2012-6-08 18:02:09,87.16,43.62,7,1.2
126,2012-6-04 09:37:46,87.02,43.77,8,2.6
127,2012-6-04 05:21:29,87.50,43.78,9,0.1
128,2012-6-03 18:17:27,87.04,43.80,5,2.1
129,2012-6-03 15:23:38,86.96,43.87,9,0.4
130,2012-5-29 16:27:56,87.36,43.88,11,1.0
131,2012-5-26 13:08:44,87.40,43.76,6,0.5
132,2012-5-24 03:57:42,87.12,43.79,7,1.7
133,2012-5-23 14:30:32,87.40,43.53,8,0.5
134,2012-5-23 03:03:29,87.13,43.76,8,0.8
135,2012-5-19 02:57:40,86.92,43.95,5,0.6
136,2012-5-18 20:15:15,86.83,43.66,11,0.5
137,2012-5-13 02:17:59,86.78,43.69,8,2.1
138,2012-5-09 20:25:28,87.42,43.71,7,1.2
139,2012-5-07 20:55:35,87.41,44.12,6,1.4
140,2012-5-06 08:30:43,87.11,43.51,8,0.9
141,2012-5-02 08:48:19,86.72,43.68,9,0.7
142,2012-5-02 02:48:45,87.16,44.11,9,1.2
143,2012-4-27 17:01:04,87.50,43.54,5,3.6
144,2012-4-20 18:04:09,87.47,43.83,8,1.0
145,2012-4-20 11:07:48,87.41,43.57,6,1.8
146,2012-4-11 09:04:19,86.70,43.63,8,0.9
147,2012-4-06 05:33:46,87.16,43.63,4,1.0
148,2012-4-01 02:21:24,86.80,43.79,7,0.3
149,2012-3-27 01:20:56,86.74,43.80,10,0.2
150,2012-3-25 15:27:37,86.69,43.67,8,1.2
151,2012-3-25 12:01:23,86.63,43.63,8,1.3
152,2012-3-16 08:05:45,86.78,44.02,9,0.6
153,2012-3-13 17:04:22,86.84,43.69,2,1.2
154,2012-3-10 20:39:07,86.93,43.73,6,0.8
155,2012-3-09 06:02:54,86.51,44.46,14,1.2
156,2012-3-06 22:39:00,87.18,43.54,12,0.8
157,2012-3-04 21:08:48,86.70,43.69,7,0.3
158,2012-2-28 06:36:06,87.16,43.63,10,0.6
159,2012-2-24 00:08:39,87.11,43.60,7,0.7
160,2012-2-21 19:36:26,87.24,43.60,4,0.7
161,2012-2-19 11:07:07,86.93,43.77,10,0.5
162,2012-2-18 12:41:01,86.81,43.70,5,0.6
163,2012-2-14 10:48:54,87.02,44.01,9,0.9
164,2012-2-14 10:47:47,86.95,44.03,8,0.7
165,2012-2-14 10:43:28,87.02,44.01,9,1.5
166,2012-2-13 19:00:07,86.97,43.76,7,0.7
167,2012-2-09 17:58:12,86.87,43.91,9,0.6
168,2012-2-09 02:36:54,86.91,43.71,6,0.5
169,2012-2-06 05:35:05,86.75,43.83,10,2.0
170,2012-2-01 13:58:47,87.40,43.71,7,1.0
171,2012-1-31 20:58:08,87.43,43.70,7,0.2
172,2012-1-30 16:21:55,86.62,43.86,8,0.7
173,2012-1-29 18:29:01,86.97,44.00,10,0.4
174,2012-1-28 23:46:03,87.40,43.74,11,1.5
175,2012-1-28 12:31:39,86.69,43.82,7,0.4
176,2012-1-28 02:13:11,86.74,43.83,1,1.4
177,2012-1-27 22:29:36,86.69,43.84,14,0.5
178,2012-1-27 22:23:02,86.75,43.83,3,2.8
179,2012-1-25 19:26:47,86.68,43.85,8,0.4
180,2012-1-24 01:05:05,86.74,43.78,9,0.8
181,2012-1-23 13:39:34,86.82,43.76,4,0.3
182,2012-1-22 17:41:31,87.36,43.72,9,0.2
183,2012-1-22 06:24:08,86.72,43.81,6,0.7
184,2012-1-22 06:12:51,86.75,43.80,5,1.4
185,2012-1-19 03:52:06,86.98,44.02,7,1.3
186,2012-1-18 03:28:26,87.09,43.80,9,0.2
187,2012-1-16 10:21:35,87.13,43.67,5,0.4
188,2012-1-09 17:13:57,87.45,43.95,6,1.1
189,2012-1-09 00:02:31,86.88,43.70,20,0.5
190,2012-1-08 23:56:56,87.17,44.04,13,0.3
191,2012-1-08 22:36:14,86.94,43.93,7,0.1
192,2012-1-07 05:41:17,86.90,43.94,4,0.3
193,2012-1-07 01:19:49,87.11,43.68,8,0.9
194,2012-1-07 00:04:09,87.04,43.74,8,0.8
